year,event,round,dataset,Driver,Team,valid_laps_n,clean_air_laps_n,lap_time_median_s,clean_air_lap_time_median_s,clean_air_lap_time_p25_s,clean_air_best5_median_s,clean_gap_s,error
2025,Chinese Grand Prix,2,fastf1,NOR,McLaren,49.0,43.0,96.868,96.774,96.295,95.675,2.0,
2025,Chinese Grand Prix,2,fastf1,OCO,Haas F1 Team,48.0,27.0,97.7595,97.087,96.4065,96.002,2.0,
2025,Chinese Grand Prix,2,fastf1,PIA,McLaren,49.0,49.0,96.795,96.795,96.319,95.641,2.0,
2025,Chinese Grand Prix,2,fastf1,RUS,Mercedes,49.0,36.0,96.908,96.62100000000001,96.373,96.106,2.0,
2025,Chinese Grand Prix,2,fastf1,SAI,Williams,48.0,20.0,97.999,97.3595,97.131,96.891,2.0,
2025,Chinese Grand Prix,2,fastf1,STR,Aston Martin,48.0,28.0,98.196,98.1685,97.01650000000001,96.861,2.0,
2025,Chinese Grand Prix,2,fastf1,TSU,Racing Bulls,40.0,28.0,97.77850000000001,97.77850000000001,97.2435,96.22,2.0,
2025,Chinese Grand Prix,2,fastf1,VER,Red Bull Racing,49.0,41.0,97.084,97.084,96.216,95.797,2.0,
2025,Japanese Grand Prix,3,fastf1,ALB,Williams,48.0,30.0,93.148,92.191,91.6275,91.253,2.0,
2025,Japanese Grand Prix,3,fastf1,ALO,Aston Martin,47.0,36.0,92.865,92.634,92.25775,91.932,2.0,
2025,Japanese Grand Prix,3,fastf1,ANT,Mercedes,48.0,34.0,93.1115,93.00800000000001,91.48825000000001,91.154,2.0,
2025,Japanese Grand Prix,3,fastf1,BEA,Haas F1 Team,47.0,33.0,93.333,92.467,92.174,92.051,2.0,
2025,Japanese Grand Prix,3,fastf1,BOR,Kick Sauber,48.0,11.0,93.969,94.599,94.288,94.204,2.0,
2025,Japanese Grand Prix,3,fastf1,DOO,Alpine,47.0,37.0,93.301,93.209,92.976,92.809,2.0,
2025,Japanese Grand Prix,3,fastf1,GAS,Alpine,47.0,29.0,92.696,92.3,92.077,91.949,2.0,
2025,Japanese Grand Prix,3,fastf1,HAD,Racing Bulls,46.0,38.0,93.1175,92.166,91.83800000000001,91.458,2.0,
2025,Japanese Grand Prix,3,fastf1,HAM,Ferrari,48.0,34.0,93.1905,92.5095,91.83449999999999,91.502,2.0,
2025,Japanese Grand Prix,3,fastf1,HUL,Kick Sauber,47.0,0.0,93.299,,,,2.0,
2025,Japanese Grand Prix,3,fastf1,LAW,Racing Bulls,48.0,29.0,94.152,94.552,93.977,92.244,2.0,
2025,Japanese Grand Prix,3,fastf1,LEC,Ferrari,47.0,37.0,92.222,92.025,91.819,91.676,2.0,
2025,Japanese Grand Prix,3,fastf1,NOR,McLaren,48.0,12.0,92.095,93.511,93.22999999999999,92.717,2.0,
2025,Japanese Grand Prix,3,fastf1,OCO,Haas F1 Team,48.0,18.0,94.1095,92.7085,92.45224999999999,92.272,2.0,
2025,Japanese Grand Prix,3,fastf1,PIA,McLaren,48.0,6.0,92.0945,92.59899999999999,92.046,92.181,2.0,
2025,Japanese Grand Prix,3,fastf1,RUS,Mercedes,46.0,27.0,92.28899999999999,91.936,91.8005,91.552,2.0,
2025,Japanese Grand Prix,3,fastf1,SAI,Williams,47.0,12.0,94.387,92.0305,91.2425,91.238,2.0,
2025,Japanese Grand Prix,3,fastf1,STR,Aston Martin,43.0,33.0,93.772,92.869,92.545,92.217,2.0,
2025,Japanese Grand Prix,3,fastf1,TSU,Red Bull Racing,48.0,0.0,92.94,,,,2.0,
2025,Japanese Grand Prix,3,fastf1,VER,Red Bull Racing,48.0,46.0,92.2195,92.3185,91.58525,91.275,2.0,
2025,Bahrain Grand Prix,4,fastf1,ALB,Williams,46.0,4.0,98.586,98.90100000000001,97.83125,,2.0,
2025,Bahrain Grand Prix,4,fastf1,ALO,Aston Martin,46.0,26.0,98.6625,98.62700000000001,98.44999999999999,98.118,2.0,
2025,Bahrain Grand Prix,4,fastf1,ANT,Mercedes,42.0,2.0,98.42150000000001,99.56700000000001,99.517,,2.0,
2025,Bahrain Grand Prix,4,fastf1,BEA,Haas F1 Team,47.0,9.0,98.636,98.69,98.566,98.566,2.0,
2025,Bahrain Grand Prix,4,fastf1,BOR,Kick Sauber,46.0,10.0,99.20949999999999,99.77600000000001,99.3295,99.32,2.0,
2025,Bahrain Grand Prix,4,fastf1,DOO,Alpine,45.0,10.0,98.58,98.49549999999999,98.36125,98.35,2.0,
2025,Bahrain Grand Prix,4,fastf1,GAS,Alpine,45.0,26.0,98.198,98.21549999999999,97.79599999999999,97.232,2.0,
2025,Bahrain Grand Prix,4,fastf1,HAD,Racing Bulls,44.0,30.0,98.7245,98.6615,98.15775,97.762,2.0,
2025,Bahrain Grand Prix,4,fastf1,HAM,Ferrari,47.0,29.0,97.924,97.674,97.115,96.882,2.0,
2025,Bahrain Grand Prix,4,fastf1,HUL,Kick Sauber,44.0,25.0,98.9705,99.256,97.924,97.61,2.0,
2025,Bahrain Grand Prix,4,fastf1,LAW,Racing Bulls,45.0,10.0,98.942,97.7295,97.54425,97.536,2.0,
2025,Bahrain Grand Prix,4,fastf1,LEC,Ferrari,47.0,16.0,97.666,98.0335,97.58525,97.279,2.0,
2025,Bahrain Grand Prix,4,fastf1,NOR,McLaren,47.0,6.0,97.747,97.8315,97.6865,97.736,2.0,
2025,Bahrain Grand Prix,4,fastf1,OCO,Haas F1 Team,45.0,31.0,98.332,98.395,97.761,97.53,2.0,
2025,Bahrain Grand Prix,4,fastf1,PIA,McLaren,46.0,45.0,97.53,97.504,96.259,95.997,2.0,
2025,Bahrain Grand Prix,4,fastf1,RUS,Mercedes,27.0,24.0,98.148,98.116,97.97925,97.784,2.0,
2025,Bahrain Grand Prix,4,fastf1,SAI,Williams,31.0,9.0,98.798,99.906,98.454,98.454,2.0,
2025,Bahrain Grand Prix,4,fastf1,STR,Aston Martin,47.0,26.0,99.093,99.0445,98.70175,98.352,2.0,
2025,Bahrain Grand Prix,4,fastf1,TSU,Red Bull Racing,46.0,11.0,98.537,98.658,98.42099999999999,98.351,2.0,
2025,Bahrain Grand Prix,4,fastf1,VER,Red Bull Racing,45.0,2.0,98.287,98.577,98.1195,,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,ALB,Williams,43.0,6.0,94.185,94.42699999999999,94.1965,94.231,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,ALO,Aston Martin,42.0,19.0,94.64500000000001,94.177,93.42949999999999,93.068,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,ANT,Mercedes,43.0,31.0,93.792,93.709,93.3155,92.747,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,BEA,Haas F1 Team,43.0,22.0,94.728,94.2645,93.6175,93.375,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,BOR,Kick Sauber,45.0,36.0,95.972,95.664,95.01275000000001,94.603,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,DOO,Alpine,42.0,17.0,95.82400000000001,94.589,93.851,93.586,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,HAD,Racing Bulls,43.0,12.0,94.621,94.4965,94.20675,94.134,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,HAM,Ferrari,43.0,32.0,93.72,93.4885,93.01950000000001,92.789,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,HUL,Kick Sauber,41.0,19.0,95.485,94.244,94.07849999999999,93.606,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,LAW,Racing Bulls,43.0,20.0,94.725,93.79650000000001,93.31275,93.218,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,LEC,Ferrari,43.0,35.0,93.485,93.513,92.452,92.254,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,NOR,McLaren,43.0,24.0,93.342,93.3385,92.74975,91.992,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,OCO,Haas F1 Team,45.0,12.0,95.559,94.732,94.68525,94.62,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,PIA,McLaren,42.0,30.0,92.9245,92.79750000000001,92.68950000000001,92.555,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,RUS,Mercedes,43.0,41.0,93.857,93.853,93.306,92.918,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,SAI,Williams,43.0,31.0,94.338,94.018,93.803,93.591,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,STR,Aston Martin,42.0,32.0,95.57499999999999,95.603,95.1885,93.372,2.0,
2025,Saudi Arabian Grand Prix,5,fastf1,VER,Red Bull Racing,43.0,43.0,92.958,92.958,92.6965,92.453,2.0,
2025,Miami Grand Prix,6,fastf1,,,,,,,,,,Cannot convert non-finite values (NA or inf) to integer
2025,Emilia Romagna Grand Prix,7,fastf1,ALB,Williams,45.0,28.0,81.666,81.793,80.6935,80.416,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,ALO,Aston Martin,43.0,21.0,81.864,82.047,81.786,81.563,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,ANT,Mercedes,38.0,8.0,82.096,80.971,80.831,80.834,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,BEA,Haas F1 Team,44.0,16.0,81.9635,80.242,80.10575,79.96,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,BOR,Kick Sauber,43.0,30.0,81.812,81.38499999999999,81.18225,81.046,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,COL,Alpine,44.0,8.0,82.11,82.9245,82.37725,82.419,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,GAS,Alpine,44.0,17.0,81.5625,81.331,81.038,80.859,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,HAD,Racing Bulls,46.0,21.0,81.697,82.252,80.815,80.699,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,HAM,Ferrari,47.0,11.0,81.649,80.233,79.9245,79.816,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,HUL,Kick Sauber,46.0,25.0,82.2775,82.343,81.475,80.915,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,LAW,Racing Bulls,40.0,8.0,81.667,81.1635,81.066,81.077,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,LEC,Ferrari,44.0,15.0,80.85050000000001,80.876,80.5365,80.139,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,NOR,McLaren,45.0,35.0,80.829,80.048,79.587,78.48,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,OCO,Haas F1 Team,24.0,21.0,82.43299999999999,82.396,81.885,81.651,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,PIA,McLaren,45.0,24.0,80.698,79.755,79.46175,79.191,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,RUS,Mercedes,43.0,25.0,81.356,80.675,80.277,79.867,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,SAI,Williams,45.0,8.0,81.38,81.025,80.41900000000001,80.424,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,STR,Aston Martin,43.0,17.0,82.046,82.155,81.938,81.912,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,TSU,Red Bull Racing,48.0,8.0,82.21950000000001,80.64699999999999,80.19875,80.238,2.0,
2025,Emilia Romagna Grand Prix,7,fastf1,VER,Red Bull Racing,48.0,48.0,81.0005,81.0005,79.6495,78.101,2.0,
2025,Monaco Grand Prix,8,fastf1,ALB,Williams,60.0,34.0,76.985,76.2065,75.19275,74.776,2.0,
2025,Monaco Grand Prix,8,fastf1,ALO,Aston Martin,24.0,22.0,76.985,76.57900000000001,76.21975,76.024,2.0,
2025,Monaco Grand Prix,8,fastf1,ANT,Mercedes,60.0,21.0,78.9175,78.511,77.696,75.019,2.0,
2025,Monaco Grand Prix,8,fastf1,BEA,Haas F1 Team,63.0,9.0,78.386,75.799,75.355,75.355,2.0,
2025,Monaco Grand Prix,8,fastf1,BOR,Kick Sauber,60.0,19.0,78.30799999999999,76.774,76.1115,75.721,2.0,
2025,Monaco Grand Prix,8,fastf1,COL,Alpine,60.0,13.0,78.36500000000001,75.92,75.564,75.435,2.0,
2025,Monaco Grand Prix,8,fastf1,GAS,Alpine,2.0,0.0,78.658,,,,2.0,
2025,Monaco Grand Prix,8,fastf1,HAD,Racing Bulls,61.0,59.0,77.242,77.235,76.63,76.125,2.0,
2025,Monaco Grand Prix,8,fastf1,HAM,Ferrari,62.0,56.0,75.685,75.577,75.00975,74.273,2.0,
2025,Monaco Grand Prix,8,fastf1,HUL,Kick Sauber,60.0,9.0,78.5415,78.676,76.553,76.553,2.0,
2025,Monaco Grand Prix,8,fastf1,LAW,Racing Bulls,60.0,43.0,76.778,76.734,75.7025,75.377,2.0,
2025,Monaco Grand Prix,8,fastf1,LEC,Ferrari,62.0,34.0,75.2685,74.813,74.367,74.105,2.0,
2025,Monaco Grand Prix,8,fastf1,NOR,McLaren,62.0,49.0,75.2285,75.22,74.622,74.026,2.0,
2025,Monaco Grand Prix,8,fastf1,OCO,Haas F1 Team,61.0,23.0,77.341,76.584,76.1945,75.43,2.0,
2025,Monaco Grand Prix,8,fastf1,PIA,McLaren,61.0,52.0,75.113,75.0315,74.69625,74.004,2.0,
2025,Monaco Grand Prix,8,fastf1,RUS,Mercedes,58.0,19.0,78.4865,74.49,73.86449999999999,73.596,2.0,
2025,Monaco Grand Prix,8,fastf1,SAI,Williams,60.0,40.0,77.1705,76.741,76.0145,74.496,2.0,
2025,Monaco Grand Prix,8,fastf1,STR,Aston Martin,59.0,14.0,78.58,76.626,76.26950000000001,75.326,2.0,
2025,Monaco Grand Prix,8,fastf1,TSU,Red Bull Racing,63.0,7.0,78.827,76.046,75.78649999999999,75.966,2.0,
2025,Monaco Grand Prix,8,fastf1,VER,Red Bull Racing,60.0,55.0,75.251,75.254,75.088,74.39,2.0,
2025,Spanish Grand Prix,9,fastf1,ALB,Williams,19.0,2.0,81.96,81.9925,81.25025,,2.0,
2025,Spanish Grand Prix,9,fastf1,ALO,Aston Martin,48.0,15.0,81.60249999999999,81.703,81.1255,81.025,2.0,
2025,Spanish Grand Prix,9,fastf1,ANT,Mercedes,45.0,40.0,80.894,80.741,80.52625,80.371,2.0,
2025,Spanish Grand Prix,9,fastf1,BEA,Haas F1 Team,48.0,30.0,81.7895,81.886,81.65225000000001,80.615,2.0,
2025,Spanish Grand Prix,9,fastf1,BOR,Kick Sauber,50.0,30.0,81.52950000000001,81.47550000000001,81.16,80.881,2.0,
2025,Spanish Grand Prix,9,fastf1,COL,Alpine,48.0,34.0,82.52,82.5775,81.03125,80.076,2.0,
2025,Spanish Grand Prix,9,fastf1,GAS,Alpine,50.0,35.0,81.73599999999999,81.884,81.2175,80.563,2.0,
2025,Spanish Grand Prix,9,fastf1,HAD,Racing Bulls,49.0,33.0,81.033,80.989,80.875,79.702,2.0,
2025,Spanish Grand Prix,9,fastf1,HAM,Ferrari,51.0,41.0,80.545,80.545,80.283,78.645,2.0,
2025,Spanish Grand Prix,9,fastf1,HUL,Kick Sauber,50.0,29.0,81.5515,81.388,81.13,79.987,2.0,
2025,Spanish Grand Prix,9,fastf1,LAW,Racing Bulls,48.0,19.0,81.43350000000001,81.202,80.968,80.015,2.0,
2025,Spanish Grand Prix,9,fastf1,LEC,Ferrari,51.0,40.0,80.061,79.9485,79.576,78.13,2.0,
2025,Spanish Grand Prix,9,fastf1,NOR,McLaren,50.0,37.0,80.0025,79.941,79.799,78.114,2.0,
2025,Spanish Grand Prix,9,fastf1,OCO,Haas F1 Team,51.0,15.0,81.617,81.688,81.23400000000001,81.214,2.0,
2025,Spanish Grand Prix,9,fastf1,PIA,McLaren,50.0,50.0,80.12700000000001,80.12700000000001,79.68424999999999,76.58,2.0,
2025,Spanish Grand Prix,9,fastf1,RUS,Mercedes,50.0,16.0,80.5115,79.4045,79.16225,79.079,2.0,
2025,Spanish Grand Prix,9,fastf1,SAI,Williams,48.0,34.0,81.4685,81.388,80.62049999999999,80.485,2.0,
2025,Spanish Grand Prix,9,fastf1,TSU,Red Bull Racing,46.0,23.0,81.3515,81.082,80.51249999999999,79.498,2.0,
2025,Spanish Grand Prix,9,fastf1,VER,Red Bull Racing,47.0,34.0,79.922,80.12899999999999,79.75450000000001,78.727,2.0,
2025,Canadian Grand Prix,10,fastf1,ALB,Williams,40.0,5.0,77.307,78.09,78.04,78.09,2.0,
2025,Canadian Grand Prix,10,fastf1,ALO,Aston Martin,56.0,26.0,76.566,76.2695,75.60325,75.071,2.0,
2025,Canadian Grand Prix,10,fastf1,ANT,Mercedes,55.0,29.0,75.473,75.69,75.426,74.642,2.0,
2025,Canadian Grand Prix,10,fastf1,BEA,Haas F1 Team,57.0,14.0,77.123,76.677,75.77074999999999,75.455,2.0,
2025,Canadian Grand Prix,10,fastf1,BOR,Kick Sauber,58.0,30.0,77.5645,77.511,77.0565,75.618,2.0,
2025,Canadian Grand Prix,10,fastf1,COL,Alpine,58.0,19.0,77.378,77.159,76.6195,76.366,2.0,
2025,Canadian Grand Prix,10,fastf1,GAS,Alpine,57.0,11.0,77.687,75.536,75.3,75.131,2.0,
2025,Canadian Grand Prix,10,fastf1,HAD,Racing Bulls,56.0,9.0,77.307,77.34,76.569,76.569,2.0,
2025,Canadian Grand Prix,10,fastf1,HAM,Ferrari,56.0,45.0,76.15700000000001,75.928,75.417,74.981,2.0,
2025,Canadian Grand Prix,10,fastf1,HUL,Kick Sauber,59.0,26.0,77.053,77.0915,76.25399999999999,75.892,2.0,
2025,Canadian Grand Prix,10,fastf1,LAW,Racing Bulls,46.0,13.0,77.7065,77.327,76.991,76.436,2.0,
2025,Canadian Grand Prix,10,fastf1,LEC,Ferrari,54.0,50.0,75.62,75.4905,75.22749999999999,74.396,2.0,
2025,Canadian Grand Prix,10,fastf1,NOR,McLaren,57.0,37.0,75.505,75.505,75.002,74.341,2.0,
2025,Canadian Grand Prix,10,fastf1,OCO,Haas F1 Team,58.0,37.0,77.238,76.905,76.586,74.938,2.0,
2025,Canadian Grand Prix,10,fastf1,PIA,McLaren,56.0,32.0,75.6175,75.731,75.44025,75.272,2.0,
2025,Canadian Grand Prix,10,fastf1,RUS,Mercedes,56.0,47.0,75.57149999999999,75.57,74.999,74.306,2.0,
2025,Canadian Grand Prix,10,fastf1,SAI,Williams,57.0,24.0,77.263,76.90450000000001,76.7795,76.678,2.0,
2025,Canadian Grand Prix,10,fastf1,STR,Aston Martin,55.0,24.0,77.22,76.29650000000001,75.05275,74.912,2.0,
2025,Canadian Grand Prix,10,fastf1,TSU,Red Bull Racing,58.0,35.0,77.3775,77.225,76.9605,76.557,2.0,
2025,Canadian Grand Prix,10,fastf1,VER,Red Bull Racing,56.0,35.0,75.71549999999999,75.339,74.95150000000001,74.394,2.0,
2025,Austrian Grand Prix,11,fastf1,ALB,Williams,8.0,3.0,71.086,71.401,71.35849999999999,,2.0,
2025,Austrian Grand Prix,11,fastf1,ALO,Aston Martin,58.0,4.0,70.83449999999999,70.84649999999999,70.71950000000001,,2.0,
2025,Austrian Grand Prix,11,fastf1,BEA,Haas F1 Team,57.0,27.0,71.184,70.483,70.2685,70.158,2.0,
2025,Austrian Grand Prix,11,fastf1,BOR,Kick Sauber,57.0,37.0,70.795,70.66,69.852,69.261,2.0,
2025,Austrian Grand Prix,11,fastf1,COL,Alpine,57.0,33.0,71.013,70.847,70.42,69.783,2.0,
2025,Austrian Grand Prix,11,fastf1,GAS,Alpine,57.0,34.0,71.097,71.00399999999999,70.3885,70.21,2.0,
2025,Austrian Grand Prix,11,fastf1,HAD,Racing Bulls,61.0,32.0,71.315,71.0875,70.40375,70.237,2.0,
2025,Austrian Grand Prix,11,fastf1,HAM,Ferrari,58.0,55.0,70.071,69.979,69.3215,68.757,2.0,
2025,Austrian Grand Prix,11,fastf1,HUL,Kick Sauber,56.0,34.0,70.7745,70.44800000000001,70.039,69.661,2.0,
2025,Austrian Grand Prix,11,fastf1,LAW,Racing Bulls,58.0,38.0,70.5565,70.2935,70.16550000000001,70.068,2.0,
2025,Austrian Grand Prix,11,fastf1,LEC,Ferrari,58.0,57.0,69.768,69.764,69.288,68.811,2.0,
2025,Austrian Grand Prix,11,fastf1,NOR,McLaren,59.0,59.0,69.641,69.641,69.36699999999999,68.435,2.0,
2025,Austrian Grand Prix,11,fastf1,OCO,Haas F1 Team,56.0,39.0,70.774,70.6,70.00450000000001,69.621,2.0,
2025,Austrian Grand Prix,11,fastf1,PIA,McLaren,59.0,36.0,69.519,69.5195,69.41125,68.157,2.0,
2025,Austrian Grand Prix,11,fastf1,RUS,Mercedes,58.0,44.0,70.525,70.484,69.9615,69.738,2.0,
2025,Austrian Grand Prix,11,fastf1,STR,Aston Martin,56.0,33.0,71.071,70.94,70.51,69.463,2.0,
2025,Austrian Grand Prix,11,fastf1,TSU,Red Bull Racing,54.0,35.0,70.8105,70.569,70.2835,70.028,2.0,
2025,British Grand Prix,12,fastf1,ALB,Williams,25.0,4.0,104.063,90.8805,90.42075,,2.0,
2025,British Grand Prix,12,fastf1,ALO,Aston Martin,24.0,8.0,103.64500000000001,91.1645,90.64625,90.669,2.0,
2025,British Grand Prix,12,fastf1,ANT,Mercedes,1.0,1.0,107.009,107.009,107.009,,2.0,
2025,British Grand Prix,12,fastf1,BEA,Haas F1 Team,26.0,4.0,103.047,103.57849999999999,103.05225,,2.0,
2025,British Grand Prix,12,fastf1,GAS,Alpine,24.0,14.0,103.39,103.8895,102.507,101.825,2.0,
2025,British Grand Prix,12,fastf1,HAD,Racing Bulls,1.0,1.0,101.705,101.705,101.705,,2.0,
2025,British Grand Prix,12,fastf1,HAM,Ferrari,25.0,13.0,102.567,93.108,90.785,90.775,2.0,
2025,British Grand Prix,12,fastf1,HUL,Kick Sauber,24.0,13.0,102.304,92.695,91.468,91.081,2.0,
2025,British Grand Prix,12,fastf1,LEC,Ferrari,26.0,9.0,103.2045,91.557,91.24,91.24,2.0,
2025,British Grand Prix,12,fastf1,NOR,McLaren,26.0,19.0,101.11949999999999,101.411,90.4795,90.035,2.0,
2025,British Grand Prix,12,fastf1,OCO,Haas F1 Team,29.0,10.0,103.911,104.69149999999999,103.98725,103.97,2.0,
2025,British Grand Prix,12,fastf1,PIA,McLaren,28.0,28.0,101.23849999999999,101.23849999999999,97.23750000000001,90.209,2.0,
2025,British Grand Prix,12,fastf1,RUS,Mercedes,25.0,6.0,102.795,91.277,91.02675,91.239,2.0,
2025,British Grand Prix,12,fastf1,SAI,Williams,26.0,18.0,104.0005,102.41749999999999,91.85775000000001,91.017,2.0,
2025,British Grand Prix,12,fastf1,STR,Aston Martin,24.0,21.0,103.49600000000001,103.467,93.653,92.273,2.0,
2025,British Grand Prix,12,fastf1,TSU,Red Bull Racing,25.0,24.0,104.616,104.5835,95.35025,91.649,2.0,
2025,British Grand Prix,12,fastf1,VER,Red Bull Racing,24.0,12.0,103.91300000000001,97.2715,91.285,90.973,2.0,
2025,Belgian Grand Prix,13,fastf1,ALB,Williams,36.0,25.0,107.366,107.19,107.03,106.848,2.0,
2025,Belgian Grand Prix,13,fastf1,ALO,Aston Martin,32.0,1.0,107.9735,105.849,105.849,,2.0,
2025,Belgian Grand Prix,13,fastf1,ANT,Mercedes,32.0,1.0,107.94149999999999,107.152,107.152,,2.0,
2025,Belgian Grand Prix,13,fastf1,BEA,Haas F1 Team,35.0,0.0,107.926,,,,2.0,
2025,Belgian Grand Prix,13,fastf1,BOR,Kick Sauber,36.0,15.0,107.53,107.189,107.061,106.988,2.0,
2025,Belgian Grand Prix,13,fastf1,COL,Alpine,33.0,18.0,108.601,107.911,107.122,106.88,2.0,
2025,Belgian Grand Prix,13,fastf1,GAS,Alpine,35.0,30.0,107.993,107.8895,107.5205,107.273,2.0,
2025,Belgian Grand Prix,13,fastf1,HAD,Racing Bulls,26.0,21.0,108.203,108.157,108.096,108.075,2.0,
2025,Belgian Grand Prix,13,fastf1,HAM,Ferrari,34.0,4.0,107.1635,107.80099999999999,107.61874999999999,,2.0,
